httpd:2.4.58.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
php:8.1.25-zts-alpine3.18.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
jetty:11.0.18.Dockerfile,1,AVD-DS-0026
ruby:3.3.0-preview2-alpine3.18.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
node:20.9-buster-slim.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
percona:psmdb-4.4.22.Dockerfile,1,AVD-DS-0026
znc:1.8.2.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
influxdb:1.10.5-data.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
haxe:4.2.5-alpine3.18.Dockerfile,3,AVD-DS-0002,AVD-DS-0013,AVD-DS-0026
postgres:15.5-alpine3.17.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
tomcat:8.5.95-jre11-temurin-focal.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
tomee:8.0.16-Temurin-alpine-plus.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
ruby:3.0.6-buster.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
gradle:8.4.0.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
swift:5.3.3-focal.Dockerfile,4,AVD-DS-0002,AVD-DS-0026,AVD-DS-0029,AVD-DS-0029
gradle:8.4.0-jdk8-focal.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
ibm-semeru-runtimes:open-11.0.20.1_1-jre-focal.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
clojure:temurin-17-tools-deps-1.11.1.1413-bullseye-slim.Dockerfile,3,AVD-DS-0002,AVD-DS-0026,AVD-DS-0029
tomee:8.0.16-jre8-ubuntu-microprofile.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
