name,version,総検出数,内包数,使用回数
libkrb5support0,1.18.3-6+deb11u4,351,1,351
libssl1.1,1.1.1w-0+deb11u1,1110,4,277
openssl,1.1.1w-0+deb11u1,1032,4,258
sysv-rc,2.96-7+deb11u1,246,1,246
libcrypto3,3.1.3-r0,352,3,117
libssl3,3.1.3-r0,358,3,119
http-cache-semantics,4.1.0,252,1,252
semver,7.3.8,140,1,140
coreutils,9.1-1ubuntu2,17,1,17
gpgv,2.2.40-1.1ubuntu1,17,1,17
libc-bin,2.37-0ubuntu2.1,18,3,6
libc6,2.37-0ubuntu2.1,18,3,6
libldap2,2.6.3+dfsg-1~exp1ubuntu2,3,1,3
liblzma5,5.4.1-0.2,17,1,17
libpam-modules,1.5.2-5ubuntu1,8,1,8
libpam-modules-bin,1.5.2-5ubuntu1,8,1,8
libpam-runtime,1.5.2-5ubuntu1,8,1,8
libpam0g,1.5.2-5ubuntu1,8,1,8
libproc2-0,2:4.0.3-1ubuntu1,14,1,14
login,1:4.13+dfsg1-1ubuntu1,17,1,17
passwd,1:4.13+dfsg1-1ubuntu1,17,1,17
procps,2:4.0.3-1ubuntu1,14,1,14
container-suseconnect,2.4.0-150000.4.38.1,24,2,12
curl,8.0.1-150400.5.29.1,9,1,9
glibc,2.31-150300.58.1,13,1,13
libcurl4,8.0.1-150400.5.29.1,9,1,9
libgcc_s1,12.3.0+git1204-150000.1.16.1,26,1,26
libnghttp2-14,1.40.0-150200.9.1,17,1,17
libstdc++6,12.3.0+git1204-150000.1.16.1,26,1,26
libz1,1.2.13-150500.2.3,17,1,17
libzck1,1.1.16-150400.3.4.1,41,1,41
login_defs,4.8.1-150400.10.9.1,21,1,21
shadow,4.8.1-150400.10.9.1,21,1,21
github.com/emicklei/go-restful,v2.9.5+incompatible,53,1,53
golang.org/x/net,v0.0.0-20220127200216-cd36cc0744dd,90,5,18
golang.org/x/sys,v0.0.0-20220209214540-3681064d5158,10,1,10
golang.org/x/text,v0.3.7,228,1,228
gopkg.in/yaml.v3,v3.0.0-20210107192922-496545a6307b,154,1,154
coreutils,8.30-3ubuntu2,210,1,210
dmidecode,3.2-3,73,1,73
gpgv,2.2.19-3ubuntu2.2,142,1,142
libc-bin,2.31-0ubuntu9.9,492,4,123
libc6,2.31-0ubuntu9.9,544,4,136
libelf1,0.176-1.1build1,132,2,66
liblzma5,5.2.4-1ubuntu1.1,158,1,158
libncurses6,6.2-0ubuntu2,351,3,117
libncursesw6,6.2-0ubuntu2,351,3,117
libpcre3,2:8.39-12ubuntu0.1,146,1,146
libprocps8,2:3.3.16-1ubuntu2.3,182,1,182
libssl1.1,1.1.1f-1ubuntu2.19,174,2,87
libsystemd0,245.4-4ubuntu3.21,18,1,18
libtinfo6,6.2-0ubuntu2,354,3,118
libudev1,245.4-4ubuntu3.22,100,1,100
login,1:4.8.1-1ubuntu5.20.04.4,218,2,109
ncurses-base,6.2-0ubuntu2,354,3,118
ncurses-bin,6.2-0ubuntu2,357,3,119
passwd,1:4.8.1-1ubuntu5.20.04.4,218,2,109
perl-base,5.30.0-9ubuntu0.3,20,1,20
procps,2:3.3.16-1ubuntu2.3,182,1,182
udev,245.4-4ubuntu3.22,61,1,61
ca-certificates,2021.2.50-72.amzn2.0.3,198,3,66
cpio,2.11-28.amzn2,71,1,71
curl,7.79.1-4.amzn2.0.1,1680,28,60
elfutils-libelf,0.176-2.amzn2,188,2,94
expat,2.1.0-14.amzn2.0.1,240,4,60
freetype,2.8-14.amzn2.1,186,3,62
glib2,2.56.1-9.amzn2.0.2,430,5,86
glibc,2.26-60.amzn2,180,3,60
glibc-common,2.26-60.amzn2,180,3,60
glibc-langpack-en,2.26-60.amzn2,180,3,60
glibc-minimal-langpack,2.26-60.amzn2,180,3,60
java-17-amazon-corretto-devel,1:17.0.4.9-1,1400,25,56
krb5-libs,1.15.1-37.amzn2.2.4,150,2,75
libblkid,2.30.2-2.amzn2.0.7,171,3,57
libcap,2.54-1.amzn2.0.1,87,1,87
libcom_err,1.42.9-19.amzn2,78,1,78
libcrypt,2.26-60.amzn2,180,3,60
libcurl,7.79.1-4.amzn2.0.1,1680,28,60
libdb,5.3.21-24.amzn2.0.3,79,1,79
libdb-utils,5.3.21-24.amzn2.0.3,78,1,78
libgcc,7.3.1-15.amzn2,89,1,89
libmount,2.30.2-2.amzn2.0.7,171,3,57
libnghttp2,1.41.0-1.amzn2,190,2,95
libpng,2:1.5.13-8.amzn2,62,1,62
libsepol,2.5-8.1.amzn2.0.2,460,4,115
libssh2,1.4.3-12.amzn2.2.3,267,3,89
libstdc++,7.3.1-15.amzn2,89,1,89
libtasn1,4.10-1.amzn2.0.2,87,1,87
libuuid,2.30.2-2.amzn2.0.7,171,3,57
libxml2,2.9.1-6.amzn2.5.5,420,7,60
ncurses,6.0-8.20170212.amzn2.1.3,246,3,82
ncurses-base,6.0-8.20170212.amzn2.1.3,246,3,82
ncurses-libs,6.0-8.20170212.amzn2.1.3,246,3,82
nss,3.67.0-4.amzn2.0.2,66,1,66
nss-sysinit,3.67.0-4.amzn2.0.2,66,1,66
nss-tools,3.67.0-4.amzn2.0.2,66,1,66
openldap,2.4.44-23.amzn2.0.4,972,12,81
openssl,1:1.0.2k-24.amzn2.0.4,108,9,12
openssl-libs,1:1.0.2k-24.amzn2.0.4,180,9,20
pcre,8.32-17.amzn2.0.2,210,2,105
python,2.7.18-1.amzn2.0.5,192,3,64
python-libs,2.7.18-1.amzn2.0.5,192,3,64
sqlite,3.7.17-8.amzn2.1.1,74,1,74
tar,2:1.26-35.amzn2,54,2,27
vim-data,2:8.2.5172-1.amzn2.0.1,4260,71,60
vim-minimal,2:8.2.5172-1.amzn2.0.1,4260,71,60
zlib,1.2.7-19.amzn2.0.1,120,2,60
com.amazonaws:aws-java-sdk-s3,1.12.6,75,1,75
com.fasterxml.jackson.core:jackson-databind,2.13.3,68,2,34
com.google.guava:guava,31.0.1-jre,90,2,45
com.google.oauth-client:google-oauth-client,1.32.1,31,1,31
com.google.protobuf:protobuf-java,3.19.1,108,4,27
io.netty:netty-codec,4.1.63.Final,70,2,35
io.netty:netty-codec-http,4.1.63.Final,68,2,34
io.netty:netty-codec-http2,4.1.63.Final,34,1,34
io.netty:netty-handler,4.1.63.Final,35,1,35
junit:junit,4.12,93,1,93
net.minidev:json-smart,2.4.7,157,1,157
org.apache.commons:commons-compress,1.20,304,4,76
org.apache.mina:mina-core,2.0.21,86,1,86
org.apache.sshd:sshd-common,2.8.0,182,2,91
org.apache.sshd:sshd-core,2.8.0,182,2,91
org.bouncycastle:bcprov-jdk15on,1.66,174,2,87
org.elasticsearch:elasticsearch,7.11.1,525,7,75
org.postgresql:postgresql,42.3.5,86,2,43
org.yaml:snakeyaml,1.32,35,1,35
curl,7.74.0-1.3+deb11u10,1302,7,186
libcurl4,7.74.0-1.3+deb11u10,1463,7,209
angular,1.8.3,5,5,1
async,2.5.0,7,1,7
bl,1.0.3,8,1,8
bl,1.2.1,2,1,2
chownr,1.0.1,31,1,31
clean-css,3.4.28,2,1,2
constantinople,3.0.2,1,1,1
dot-prop,3.0.0,4,1,4
ejs,2.6.1,2,1,2
express,0.0.0,1,1,1
flat,4.1.1,6,1,6
got,5.7.1,6,1,6
handlebars,4.5.3,21,3,7
lodash,3.10.1,147,7,21
lodash,4.17.15,144,4,36
lodash,4.17.4,70,7,10
minimatch,2.0.10,27,3,9
minimist,0.2.1,3,1,3
mout,0.11.1,12,2,6
mout,0.9.1,4,2,2
mout,1.0.0,10,2,5
path-parse,1.0.5,7,1,7
qs,5.2.1,8,2,4
request,2.67.0,12,3,4
semver,2.3.2,10,2,5
semver,5.4.1,13,1,13
semver,5.7.1,265,1,265
semver,7.5.1,10,1,10
shell-quote,1.6.1,7,1,7
tough-cookie,2.2.2,27,3,9
tough-cookie,2.3.2,24,2,12
tree-kill,1.2.1,2,1,2
tunnel-agent,0.4.3,56,2,28
uglify-js,2.2.5,2,2,1
yargs-parser,11.1.1,15,1,15
yargs-parser,13.0.0,3,1,3
pip,23.2.1,144,1,144
node,18.17.1,2,2,1
libc-bin,2.31-13+deb11u5,530,10,53
libc6,2.31-13+deb11u5,520,10,52
libdbus-1-3,1.12.24-0+deb11u1,50,1,50
libgnutls30,3.7.1-5+deb11u2,104,2,52
libhiredis0.14,0.14.1-1,14,1,14
libksba8,1.5.0-3+deb11u1,8,1,8
libncursesw6,6.2+20201114-2,414,2,207
libssh-gcrypt-4,0.9.5-1+deb11u1,14,2,7
libssl1.1,1.1.1n-0+deb11u3,2156,14,154
libsystemd0,247.3-7+deb11u1,441,7,63
libtasn1-6,4.16.0-2,226,1,226
libtinfo6,6.2+20201114-2,502,2,251
libudev1,247.3-7+deb11u1,413,7,59
libxml2,2.9.10+dfsg-6.7+deb11u3,156,6,26
ncurses-base,6.2+20201114-2,520,2,260
ncurses-bin,6.2+20201114-2,502,2,251
libcurl4,8.0.1-150400.5.26.1,28,2,14
libeconf0,0.4.6+git20220427.3016f4e-150400.3.3.1,33,1,33
libnghttp2-14,1.40.0-6.1,114,2,57
libpython3_6m1_0,3.6.15-150300.10.48.1,8,1,8
libxml2-2,2.9.14-150400.5.19.1,15,1,15
libz1,1.2.11-150000.3.45.1,34,1,34
python3,3.6.15-150300.10.48.1,5,1,5
python3-base,3.6.15-150300.10.48.1,8,1,8
python3-curses,3.6.15-150300.10.48.1,1,1,1
bash,4.4-6.ph2,38,2,19
bzip2-libs,1.0.6-8.ph2,57,1,57
curl,7.54.1-1.ph2,1121,59,19
curl-libs,7.54.1-1.ph2,1121,59,19
e2fsprogs-libs,1.43.4-2.ph2,118,2,59
elfutils-libelf,0.169-2.ph2,312,8,39
expat-libs,2.2.4-1.ph2,1083,19,57
glibc,2.26-6.ph2,350,25,14
krb5,1.15.2-1.ph2,133,7,19
libsolv,0.6.26-3.ph2,215,5,43
libssh2,1.8.0-1.ph2,484,11,44
ncurses-libs,6.0-12.ph2,95,5,19
nss-libs,3.31-3.ph2,116,4,29
openssl,1.0.2l-2.ph2,380,20,19
rpm-libs,4.13.0.1-6.ph2,84,6,14
sqlite-libs,3.19.3-1.ph2,532,28,19
xz-libs,5.2.3-2.ph2,61,1,61
zlib,1.2.11-1.ph2,122,2,61
golang.org/x/sys,v0.0.0-20200812155832-6a926be9bd1d,7,1,7
apt,1.8.2.2,72,1,72
bash,5.0-4,472,2,236
bsdutils,1:2.33.1-0.1,480,2,240
bzip2,1.0.6-9.2~deb10u1,69,1,69
coreutils,8.30-3,480,2,240
curl,7.64.0-4+deb10u1,2240,35,64
debian-archive-keyring,2019.1,122,1,122
dirmngr,2.2.12-1+deb10u1,297,3,99
dpkg,1.19.7,207,1,207
e2fsprogs,1.44.5-1+deb10u3,200,1,200
fdisk,2.33.1-0.1,476,2,238
gcc-8-base,8.3.0-6,717,3,239
gnupg,2.2.12-1+deb10u1,297,3,99
gnupg-l10n,2.2.12-1+deb10u1,300,3,100
gnupg-utils,2.2.12-1+deb10u1,297,3,99
gpg,2.2.12-1+deb10u1,300,3,100
gpg-agent,2.2.12-1+deb10u1,300,3,100
gpg-wks-client,2.2.12-1+deb10u1,297,3,99
gpg-wks-server,2.2.12-1+deb10u1,297,3,99
gpgconf,2.2.12-1+deb10u1,297,3,99
gpgsm,2.2.12-1+deb10u1,297,3,99
gpgv,2.2.12-1+deb10u1,612,3,204
gzip,1.9-3,204,1,204
iproute2,4.20.0-2+deb10u1,64,1,64
libapt-pkg5.0,1.8.2.2,72,1,72
libavahi-client3,0.7-4+deb10u1,168,8,21
libavahi-common-data,0.7-4+deb10u1,168,8,21
libavahi-common3,0.7-4+deb10u1,168,8,21
libblkid1,2.33.1-0.1,476,2,238
libbz2-1.0,1.0.6-9.2~deb10u1,213,1,213
libc-bin,2.28-10,4800,24,200
libc6,2.28-10,4872,24,203
libcom-err2,1.44.5-1+deb10u3,216,1,216
libcups2,2.2.10-6+deb10u4,140,7,20
libcurl4,7.64.0-4+deb10u1,2240,35,64
libdb5.3,5.3.28+dfsg1-0.5,241,2,120
libdbus-1-3,1.12.20-0+deb10u1,132,4,33
libelf1,0.176-1.1,220,2,110
libexpat1,2.2.6-2+deb10u1,2793,19,147
libext2fs2,1.44.5-1+deb10u3,200,1,200
libfdisk1,2.33.1-0.1,476,2,238
libfreetype6,2.9.1-3+deb10u2,164,4,41
libgcc1,1:8.3.0-6,723,3,241
libgcrypt20,1.8.4-5,672,4,168
libglib2.0-0,2.58.3-2+deb10u2,495,9,55
libgmp10,2:6.1.2+dfsg-4,201,1,201
libgnutls30,3.6.7-4+deb10u6,525,7,75
libgssapi-krb5-2,1.17-3+deb10u1,295,5,59
libharfbuzz0b,2.3.1-1,92,2,46
libhogweed4,3.4.1-1,334,2,167
libidn2-0,2.0.5-1+deb10u1,216,1,216
libjpeg62-turbo,1:1.5.2-2+deb10u1,235,5,47
libk5crypto3,1.17-3+deb10u1,295,5,59
libkrb5-3,1.17-3+deb10u1,295,5,59
libkrb5support0,1.17-3+deb10u1,295,5,59
libksba8,1.3.5-2,396,4,99
libldap-2.4-2,2.4.47+dfsg-3+deb10u6,456,6,76
libldap-common,2.4.47+dfsg-3+deb10u6,456,6,76
liblz4-1,1.8.3-1,334,2,167
liblzma5,5.2.4-1,214,3,71
libmount1,2.33.1-0.1,476,2,238
libncurses6,6.1+20181013-2+deb10u2,400,4,100
libncursesw6,6.1+20181013-2+deb10u2,796,4,199
libnettle6,3.4.1-1,334,2,167
libnghttp2-14,1.36.0-2+deb10u1,290,2,145
libnss3,2:3.42.1-1+deb10u3,364,14,26
libpcre3,2:8.39-12,1440,6,240
libperl5.28,5.28.1-6+deb10u1,348,4,87
libpng16-16,1.6.36-6,296,4,74
libprocps7,2:3.3.15-2,111,1,111
libsasl2-2,2.1.27+dfsg-1+deb10u1,124,1,124
libsasl2-modules-db,2.1.27+dfsg-1+deb10u1,124,1,124
libseccomp2,2.3.3-4,240,1,240
libsepol1,2.8-1,960,4,240
libsmartcols1,2.33.1-0.1,476,2,238
libsqlite3-0,3.27.2-3+deb10u1,1296,12,108
libss2,1.44.5-1+deb10u3,200,1,200
libssh2-1,1.8.0-2.1,432,3,144
libssl1.1,1.1.1d-0+deb10u5,462,21,22
libstdc++6,8.3.0-6,723,3,241
libsystemd0,241-7~deb10u6,390,13,30
libtasn1-6,4.13-3,440,2,220
libtinfo6,6.1+20181013-2+deb10u2,804,4,201
libudev1,241-7~deb10u6,390,13,30
libuuid1,2.33.1-0.1,478,2,239
libxtables12,1.8.2-4,208,2,104
libzstd1,1.3.8+dfsg-3,234,2,117
login,1:4.5-1.1,1680,7,240
mount,2.33.1-0.1,476,2,238
ncurses-base,6.1+20181013-2+deb10u2,792,4,198
ncurses-bin,6.1+20181013-2+deb10u2,736,4,184
net-tools,1.60+git20180626.aebd88e-1,33,1,33
openjdk-11-jdk-headless,11.0.11+9-1~deb10u1,912,57,16
openjdk-11-jre-headless,11.0.11+9-1~deb10u1,912,57,16
openssl,1.1.1d-0+deb10u5,483,21,23
passwd,1:4.5-1.1,1680,7,240
perl,5.28.1-6+deb10u1,348,4,87
perl-base,5.28.1-6+deb10u1,764,4,191
perl-modules-5.28,5.28.1-6+deb10u1,348,4,87
procps,2:3.3.15-2,111,1,111
sudo,1.8.27-1+deb10u3,342,9,38
sysvinit-utils,2.93-8,236,1,236
tar,1.30+dfsg-6,1200,5,240
tzdata,2021a-0+deb10u1,412,4,103
udev,241-7~deb10u6,208,13,16
unzip,6.0-23+deb10u2,105,3,35
util-linux,2.33.1-0.1,476,2,238
xz-utils,5.2.4-1,66,1,66
zlib1g,1:1.2.11.dfsg-1,612,3,204
curl,8.2.1-r0,156,3,52
libcrypto3,3.1.2-r0,184,3,61
libcurl,8.2.1-r0,171,3,57
libssl3,3.1.2-r0,184,3,61
libx11,1.8.4-r4,45,3,15
nghttp2-libs,1.55.1-r0,34,1,34
openjdk8-jre,8.372.07-r0,72,4,18
openjdk8-jre-base,8.372.07-r0,72,4,18
openjdk8-jre-lib,8.372.07-r0,72,4,18
libcurl4,7.68.0-1ubuntu2.16,8,8,1
libglib2.0-0,2.64.6-1~ubuntu20.04.4,315,7,45
libgssapi-krb5-2,1.17-6ubuntu4.2,9,3,3
libk5crypto3,1.17-6ubuntu4.2,9,3,3
libkrb5-3,1.17-6ubuntu4.2,9,3,3
libkrb5support0,1.17-6ubuntu4.2,9,3,3
libldap-2.4-2,2.4.49+dfsg-2ubuntu1.9,134,1,134
libldap-common,2.4.49+dfsg-2ubuntu1.9,133,1,133
libnghttp2-14,1.40.0-1build1,66,1,66
libprotobuf17,3.6.1.3-2ubuntu5,15,3,5
libssh-4,0.9.3-2ubuntu2.2,108,2,54
libssl1.1,1.1.1f-1ubuntu2.17,36,6,6
libsystemd0,245.4-4ubuntu3.19,18,3,6
libudev1,245.4-4ubuntu3.19,15,3,5
opensc,0.20.0-3,6,3,2
opensc-pkcs11,0.20.0-3,6,3,2
openssl,1.1.1f-1ubuntu2.17,30,6,5
golang.org/x/net,v0.7.0,609,3,203
bash,5.1-2+b3,180,2,90
curl,7.74.0-1.3+deb11u1,4515,35,129
dirmngr,2.2.27-2+deb11u1,36,2,18
gnupg,2.2.27-2+deb11u1,36,2,18
gnupg-l10n,2.2.27-2+deb11u1,36,2,18
gnupg-utils,2.2.27-2+deb11u1,36,2,18
gpg,2.2.27-2+deb11u1,36,2,18
gpg-agent,2.2.27-2+deb11u1,36,2,18
gpg-wks-client,2.2.27-2+deb11u1,36,2,18
gpg-wks-server,2.2.27-2+deb11u1,36,2,18
gpgconf,2.2.27-2+deb11u1,36,2,18
gpgsm,2.2.27-2+deb11u1,36,2,18
gpgv,2.2.27-2+deb11u1,52,2,26
libc-bin,2.31-13+deb11u3,1496,11,136
libc6,2.31-13+deb11u3,1518,11,138
libcurl4,7.74.0-1.3+deb11u1,4585,35,131
libgnutls30,3.7.1-5,364,4,91
libgssapi-krb5-2,1.18.3-6+deb11u1,585,3,195
libk5crypto3,1.18.3-6+deb11u1,588,3,196
libkrb5-3,1.18.3-6+deb11u1,585,3,195
libkrb5support0,1.18.3-6+deb11u1,585,3,195
libksba8,1.5.0-3,288,2,144
libncurses6,6.2+20201114-2,312,2,156
libpcre2-8-0,10.36-2,600,3,200
libssl1.1,1.1.1n-0+deb11u2,360,15,24
libsystemd0,247.3-7,959,7,137
libtirpc-common,1.3.1-1,191,1,191
libtirpc3,1.3.1-1,191,1,191
libudev1,247.3-7,952,7,136
openssl,1.1.1n-0+deb11u2,360,15,24
sudo,1.9.5p2-3,635,5,127
udev,247.3-7,749,7,107
zlib1g,1:1.2.11.dfsg-2+deb11u1,266,2,133
pip,22.0.4,260,1,260
setuptools,62.1.0,19,1,19
wheel,0.37.1,306,1,306
libcrypto1.1,1.1.1q-r0,414,27,15
libssl1.1,1.1.1q-r0,414,27,15
go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,v0.32.0,2,1,2
golang.org/x/net,v0.0.0-20220706163947-c90051bbdb60,6,6,1
zlib,1.2.11-r3,787,2,393
github.com/dgrijalva/jwt-go,v3.2.0+incompatible,128,1,128
github.com/prometheus/client_golang,v1.9.0,11,1,11
golang.org/x/crypto,v0.0.0-20210421170649-83a5a9bb288b,14,2,7
golang.org/x/net,v0.0.0-20210226172049-e18ecbb05110,168,7,24
golang.org/x/sys,v0.0.0-20210426230700-d19ff857e887,10,1,10
golang.org/x/text,v0.3.6,248,2,124
google.golang.org/grpc,v1.35.0,22,2,11
libcrypto1.0,1.0.2n-r0,66,9,7
libssl1.0,1.0.2n-r0,66,9,7
expat,2.2.4-1.ph2,361,19,19
ncurses,6.0-12.ph2,40,5,8
python3,3.6.1-9.ph2,108,27,4
python3-libs,3.6.1-9.ph2,108,27,4
python3-pip,3.6.1-9.ph2,27,27,1
python3-xml,3.6.1-9.ph2,27,27,1
xz,5.2.3-2.ph2,30,1,30
setuptools,38.2.4,1,1,1
com.google.guava:guava,31.1-jre,466,2,233
org.apache.commons:commons-text,1.8,3,1,3
org.yaml:snakeyaml,1.33,90,1,90
semver,7.3.7,134,1,134
golang.org/x/net,v0.10.0,477,3,159
libc-l10n,2.31-13+deb11u6,120,10,12
libfreetype6,2.10.4+dfsg-1+deb11u1,183,1,183
libpng16-16,1.6.37-3,402,2,201
libx11-6,2:1.7.2-1+deb11u1,30,3,10
libx11-data,2:1.7.2-1+deb11u1,33,3,11
locales,2.31-13+deb11u6,120,10,12
com.google.code.gson:gson,2.8.6,41,1,41
io.netty:netty-codec-http2,4.1.91.Final,12,1,12
io.netty:netty-handler,4.1.91.Final,14,1,14
org.apache.commons:commons-compress,1.23.0,37,1,37
org.json:json,20170516,18,2,9
cmake,0.0.17,8,1,8
diff,1.0.0,9,1,9
handlebars,1.0.0,100,10,10
ini,1.0.0,10,1,10
json,1.0.0,10,1,10
markdown,1.0.0,10,1,10
pug,1.0.0,10,1,10
semver,6.3.0,211,1,211
certifi,2022.12.7,75,1,75
cryptography,38.0.1,18,6,3
pip,22.3.1,27,1,27
requests,2.28.1,112,1,112
setuptools,65.5.0,9,1,9
urllib3,1.26.13,42,2,21
libc-bin,2.36-9+deb12u1,860,10,86
libc6,2.36-9+deb12u1,860,10,86
libgssapi-krb5-2,1.20.1-2,178,2,89
libk5crypto3,1.20.1-2,178,2,89
libkrb5-3,1.20.1-2,178,2,89
libkrb5support0,1.20.1-2,178,2,89
libssl3,3.0.9-1,630,7,90
libsystemd0,252.12-1~deb12u1,336,4,84
libudev1,252.12-1~deb12u1,336,4,84
openssl,3.0.9-1,609,7,87
setuptools,58.1.0,311,1,311
bash,5.1-6ubuntu1,362,1,362
coreutils,8.32-4.1ubuntu1,362,1,362
curl,7.81.0-1ubuntu1.13,178,2,89
dirmngr,2.2.27-3ubuntu2.1,216,1,216
gcc-12-base,12.3.0-1ubuntu1~22.04,216,1,216
git,1:2.34.1-1ubuntu1.10,52,1,52
git-man,1:2.34.1-1ubuntu1.10,51,1,51
gnupg,2.2.27-3ubuntu2.1,215,1,215
gnupg-agent,2.2.27-3ubuntu2.1,27,1,27
gnupg-l10n,2.2.27-3ubuntu2.1,215,1,215
gnupg-utils,2.2.27-3ubuntu2.1,215,1,215
gpg,2.2.27-3ubuntu2.1,219,1,219
gpg-agent,2.2.27-3ubuntu2.1,218,1,218
gpg-wks-client,2.2.27-3ubuntu2.1,215,1,215
gpg-wks-server,2.2.27-3ubuntu2.1,215,1,215
gpgconf,2.2.27-3ubuntu2.1,219,1,219
gpgsm,2.2.27-3ubuntu2.1,215,1,215
gpgv,2.2.27-3ubuntu2.1,335,1,335
libc-bin,2.35-0ubuntu3.1,955,5,191
libc6,2.35-0ubuntu3.1,885,5,177
libcurl3-gnutls,7.81.0-1ubuntu1.13,76,2,38
libcurl4,7.81.0-1ubuntu1.13,178,2,89
libgcc-s1,12.3.0-1ubuntu1~22.04,216,1,216
libgssapi-krb5-2,1.19.2-2ubuntu0.2,249,1,249
libk5crypto3,1.19.2-2ubuntu0.2,249,1,249
libkrb5-3,1.19.2-2ubuntu0.2,249,1,249
libkrb5support0,1.19.2-2ubuntu0.2,249,1,249
libldap-2.5-0,2.5.16+dfsg-0ubuntu0.22.04.1,183,1,183
liblzma5,5.2.5-2ubuntu1,361,1,361
libpcre3,2:8.39-13ubuntu0.22.04.1,350,1,350
libperl5.34,5.34.0-3ubuntu1.2,184,1,184
libprocps8,2:3.3.17-6ubuntu2,357,1,357
libpython3.10-minimal,3.10.12-1~22.04.2,70,1,70
libpython3.10-stdlib,3.10.12-1~22.04.2,70,1,70
libsqlite3-0,3.37.2-2ubuntu0.1,241,1,241
libssl3,3.0.2-0ubuntu1.10,896,4,224
libstdc++6,12.3.0-1ubuntu1~22.04,216,1,216
libzstd1,1.4.8+dfsg-3build1,361,1,361
login,1:4.8.1-2ubuntu2.1,295,1,295
nodejs,18.17.1-deb-1nodesource1,128,35,3
openssl,3.0.2-0ubuntu1.10,564,4,141
passwd,1:4.8.1-2ubuntu2.1,295,1,295
perl,5.34.0-3ubuntu1.2,184,1,184
perl-base,5.34.0-3ubuntu1.2,265,1,265
perl-modules-5.34,5.34.0-3ubuntu1.2,184,1,184
procps,2:3.3.17-6ubuntu2,357,1,357
python3-pip,22.0.2+dfsg-1ubuntu0.3,27,1,27
python3.10,3.10.12-1~22.04.2,69,1,69
python3.10-minimal,3.10.12-1~22.04.2,69,1,69
wget,1.21.2-2ubuntu1,122,1,122
aiohttp,3.8.5,19,1,19
urllib3,1.26.16,120,2,60
golang.org/x/net,v0.12.0,156,3,52
google.golang.org/grpc,v1.56.2,62,2,31
golang.org/x/net,v0.14.0,122,2,61
google.golang.org/grpc,v1.57.0,122,2,61
github.com/docker/docker,v23.0.3+incompatible,19,1,19
golang.org/x/net,v0.13.0,98,2,49
google.golang.org/grpc,v1.54.0,158,2,79
github.com/cloudflare/circl,v1.1.0,10,1,10
google.golang.org/grpc,v1.51.0,80,2,40
cpio,2.11-36.6.1,22,2,11
curl,7.60.0-4.12.1,42,7,6
e2fsprogs,1.43.8-3.8.1,20,2,10
file,5.22-10.12.2,12,1,12
file-magic,5.22-10.12.2,12,1,12
glibc,2.22-100.15.4.19125.4.PTF.1162721,40,5,8
gpg2,2.0.24-9.8.1,12,1,12
krb5,1.12.5-40.37.7,24,2,12
libadns1,1.4-101.65,10,1,10
libblkid1,2.29.2-7.14,12,1,12
libcom_err2,1.43.8-3.8.1,20,2,10
libcurl4,7.60.0-4.12.1,77,7,11
libexpat1,2.1.0-21.9.1,72,6,12
libext2fs2,1.43.8-3.8.1,20,2,10
libfdisk1,2.29.2-7.14,12,1,12
libgcc_s1,8.2.1+r264010-1.3.3,20,2,10
libgcrypt20,1.6.1-16.71.3,9,1,9
libksba8,1.3.0-23.1,24,2,12
libldap-2_4-2,2.4.41-18.63.1,50,5,10
liblzma5,5.0.5-6.3.1,12,1,12
libmagic1,5.22-10.12.2,12,1,12
libmount1,2.29.2-7.14,12,1,12
libnghttp2-14,1.7.1-1.84,12,1,12
libopenssl1_0_0,1.0.2p-3.14.1,132,12,11
libpcre1,8.39-8.3.1,24,2,12
libproxy1,0.4.13-16.3,12,1,12
libsasl2-3,2.1.26-8.7.1,20,2,10
libsmartcols1,2.29.2-7.14,12,1,12
libsolv-tools,0.6.36-2.27.21.1,24,2,12
libstdc++6,8.2.1+r264010-1.3.3,20,2,10
libsystemd0,228-150.74.1,36,4,9
libudev1,228-150.74.1,36,4,9
libuuid1,2.29.2-7.14,12,1,12
libxml2-2,2.9.4-46.23.2,44,4,11
libz1,1.2.11-3.3.1,24,2,12
libzypp,16.21.2-2.45.1,11,1,11
openssl-1_0_0,1.0.2p-3.14.1,132,12,11
perl-base,5.18.2-12.20.1,10,1,10
permissions,20170707-3.14.1,18,2,9
util-linux,2.29.2-7.14,11,1,11
vim,7.4.326-17.6.1,18,3,6
github.com/prometheus/client_golang,v0.9.3,2,1,2
golang.org/x/text,v0.3.2,636,3,212
busybox,1.34.1-r4,193,1,193
expat,2.4.7-r0,422,2,211
krb5-libs,1.19.3-r0,216,1,216
libcom_err,1.46.4-r0,212,1,212
libcrypto1.1,1.1.1n-r0,2148,27,79
libssl1.1,1.1.1n-r0,2148,27,79
libtirpc,1.3.2-r0,214,1,214
libtirpc-conf,1.3.2-r0,214,1,214
ncurses-libs,6.3_p20211120-r0,400,2,200
ncurses-terminfo-base,6.3_p20211120-r0,400,2,200
ssl_client,1.34.1-r4,193,1,193
xz-libs,5.2.5-r0,247,1,247
certifi,2022.9.24,158,2,79
urllib3,1.26.12,170,2,85
binutils-x86-64-linux-gnu,2.35.2-2,4760,40,119
curl,7.74.0-1.3+deb11u2,200,20,10
libc-dev-bin,2.31-13+deb11u3,407,11,37
